,Date,Actual,Forecast,Surprise
3961,2021-11-05,8.6,8.7,-0.09999999999999964
3960,2021-11-04,8.6,8.7,-0.09999999999999964
3959,2021-11-03,8.6,8.7,-0.09999999999999964
3958,2021-11-02,8.6,8.7,-0.09999999999999964
3957,2021-11-01,8.6,8.7,-0.09999999999999964
3956,2021-10-31,8.6,8.7,-0.09999999999999964
3955,2021-10-30,8.6,8.7,-0.09999999999999964
3954,2021-10-29,8.6,8.7,-0.09999999999999964
3953,2021-10-28,8.6,8.7,-0.09999999999999964
3952,2021-10-27,8.6,8.7,-0.09999999999999964
3951,2021-10-26,8.6,8.7,-0.09999999999999964
3950,2021-10-25,8.6,8.7,-0.09999999999999964
3949,2021-10-24,8.6,8.7,-0.09999999999999964
3948,2021-10-23,8.6,8.7,-0.09999999999999964
3947,2021-10-22,8.6,8.7,-0.09999999999999964
3946,2021-10-21,8.6,8.7,-0.09999999999999964
3945,2021-10-20,8.6,8.7,-0.09999999999999964
3944,2021-10-19,8.6,8.7,-0.09999999999999964
3943,2021-10-18,8.6,8.7,-0.09999999999999964
3942,2021-10-17,8.6,8.7,-0.09999999999999964
3941,2021-10-16,8.6,8.7,-0.09999999999999964
3940,2021-10-15,8.6,8.7,-0.09999999999999964
3939,2021-10-14,8.6,8.7,-0.09999999999999964
3938,2021-10-13,8.3,8.2,0.10000000000000142
3937,2021-10-12,8.3,8.2,0.10000000000000142
3936,2021-10-11,8.3,8.2,0.10000000000000142
3935,2021-10-10,8.3,8.2,0.10000000000000142
3934,2021-10-09,8.3,8.2,0.10000000000000142
3933,2021-10-08,8.3,8.2,0.10000000000000142
3932,2021-10-07,8.3,8.2,0.10000000000000142
3931,2021-10-06,8.3,8.2,0.10000000000000142
3930,2021-10-05,8.3,8.2,0.10000000000000142
3929,2021-10-04,8.3,8.2,0.10000000000000142
3928,2021-10-03,8.3,8.2,0.10000000000000142
3927,2021-10-02,8.3,8.2,0.10000000000000142
3926,2021-10-01,8.3,8.2,0.10000000000000142
3925,2021-09-30,8.3,8.2,0.10000000000000142
3924,2021-09-29,8.3,8.2,0.10000000000000142
3923,2021-09-28,8.3,8.2,0.10000000000000142
3922,2021-09-27,8.3,8.2,0.10000000000000142
3921,2021-09-26,8.3,8.2,0.10000000000000142
3920,2021-09-25,8.3,8.2,0.10000000000000142
3919,2021-09-24,8.3,8.2,0.10000000000000142
3918,2021-09-23,8.3,8.2,0.10000000000000142
3917,2021-09-22,8.3,8.2,0.10000000000000142
3916,2021-09-21,8.3,8.2,0.10000000000000142
3915,2021-09-20,8.3,8.2,0.10000000000000142
3914,2021-09-19,8.3,8.2,0.10000000000000142
3913,2021-09-18,8.3,8.2,0.10000000000000142
3912,2021-09-17,8.3,8.2,0.10000000000000142
3911,2021-09-16,8.3,8.2,0.10000000000000142
3910,2021-09-15,8.3,8.2,0.10000000000000142
3909,2021-09-14,8.3,8.2,0.10000000000000142
3908,2021-09-13,8.3,8.2,0.10000000000000142
3907,2021-09-12,8.3,8.2,0.10000000000000142
3906,2021-09-11,8.3,8.2,0.10000000000000142
3905,2021-09-10,8.3,8.2,0.10000000000000142
3904,2021-09-09,7.8,7.3,0.5
3903,2021-09-08,7.8,7.3,0.5
3902,2021-09-07,7.8,7.3,0.5
3901,2021-09-06,7.8,7.3,0.5
3900,2021-09-05,7.8,7.3,0.5
3899,2021-09-04,7.8,7.3,0.5
3898,2021-09-03,7.8,7.3,0.5
3897,2021-09-02,7.8,7.3,0.5
3896,2021-09-01,7.8,7.3,0.5
3895,2021-08-31,7.8,7.3,0.5
3894,2021-08-30,7.8,7.3,0.5
3893,2021-08-29,7.8,7.3,0.5
3892,2021-08-28,7.8,7.3,0.5
3891,2021-08-27,7.8,7.3,0.5
3890,2021-08-26,7.8,7.3,0.5
3889,2021-08-25,7.8,7.3,0.5
3888,2021-08-24,7.8,7.3,0.5
3887,2021-08-23,7.8,7.3,0.5
3886,2021-08-22,7.8,7.3,0.5
3885,2021-08-21,7.8,7.3,0.5
3884,2021-08-20,7.8,7.3,0.5
3883,2021-08-19,7.8,7.3,0.5
3882,2021-08-18,7.8,7.3,0.5
3881,2021-08-17,7.8,7.3,0.5
3880,2021-08-16,7.8,7.3,0.5
3879,2021-08-15,7.8,7.3,0.5
3878,2021-08-14,7.8,7.3,0.5
3877,2021-08-13,7.8,7.3,0.5
3876,2021-08-12,7.8,7.3,0.5
3875,2021-08-11,7.3,6.8,0.5
3874,2021-08-10,7.3,6.8,0.5
3873,2021-08-09,7.3,6.8,0.5
3872,2021-08-08,7.3,6.8,0.5
3871,2021-08-07,7.3,6.8,0.5
3870,2021-08-06,7.3,6.8,0.5
3869,2021-08-05,7.3,6.8,0.5
3868,2021-08-04,7.3,6.8,0.5
3867,2021-08-03,7.3,6.8,0.5
3866,2021-08-02,7.3,6.8,0.5
3865,2021-08-01,7.3,6.8,0.5
3864,2021-07-31,7.3,6.8,0.5
3863,2021-07-30,7.3,6.8,0.5
3862,2021-07-29,7.3,6.8,0.5
3861,2021-07-28,7.3,6.8,0.5
3860,2021-07-27,7.3,6.8,0.5
3859,2021-07-26,7.3,6.8,0.5
3858,2021-07-25,7.3,6.8,0.5
3857,2021-07-24,7.3,6.8,0.5
3856,2021-07-23,7.3,6.8,0.5
3855,2021-07-22,7.3,6.8,0.5
3854,2021-07-21,7.3,6.8,0.5
3853,2021-07-20,7.3,6.8,0.5
3852,2021-07-19,7.3,6.8,0.5
3851,2021-07-18,7.3,6.8,0.5
3850,2021-07-17,7.3,6.8,0.5
3849,2021-07-16,7.3,6.8,0.5
3848,2021-07-15,7.3,6.8,0.5
3847,2021-07-14,7.3,6.8,0.5
3846,2021-07-13,6.6,6.3,0.2999999999999998
3845,2021-07-12,6.6,6.3,0.2999999999999998
3844,2021-07-11,6.6,6.3,0.2999999999999998
3843,2021-07-10,6.6,6.3,0.2999999999999998
3842,2021-07-09,6.6,6.3,0.2999999999999998
3841,2021-07-08,6.6,6.3,0.2999999999999998
3840,2021-07-07,6.6,6.3,0.2999999999999998
3839,2021-07-06,6.6,6.3,0.2999999999999998
3838,2021-07-05,6.6,6.3,0.2999999999999998
3837,2021-07-04,6.6,6.3,0.2999999999999998
3836,2021-07-03,6.6,6.3,0.2999999999999998
3835,2021-07-02,6.6,6.3,0.2999999999999998
3834,2021-07-01,6.6,6.3,0.2999999999999998
3833,2021-06-30,6.6,6.3,0.2999999999999998
3832,2021-06-29,6.6,6.3,0.2999999999999998
3831,2021-06-28,6.6,6.3,0.2999999999999998
3830,2021-06-27,6.6,6.3,0.2999999999999998
3829,2021-06-26,6.6,6.3,0.2999999999999998
3828,2021-06-25,6.6,6.3,0.2999999999999998
3827,2021-06-24,6.6,6.3,0.2999999999999998
3826,2021-06-23,6.6,6.3,0.2999999999999998
3825,2021-06-22,6.6,6.3,0.2999999999999998
3824,2021-06-21,6.6,6.3,0.2999999999999998
3823,2021-06-20,6.6,6.3,0.2999999999999998
3822,2021-06-19,6.6,6.3,0.2999999999999998
3821,2021-06-18,6.6,6.3,0.2999999999999998
3820,2021-06-17,6.6,6.3,0.2999999999999998
3819,2021-06-16,6.6,6.3,0.2999999999999998
3818,2021-06-15,6.6,6.3,0.2999999999999998
3817,2021-06-14,6.2,5.9,0.2999999999999998
3816,2021-06-13,6.2,5.9,0.2999999999999998
3815,2021-06-12,6.2,5.9,0.2999999999999998
3814,2021-06-11,6.2,5.9,0.2999999999999998
3813,2021-06-10,6.2,5.9,0.2999999999999998
3812,2021-06-09,6.2,5.9,0.2999999999999998
3811,2021-06-08,6.2,5.9,0.2999999999999998
3810,2021-06-07,6.2,5.9,0.2999999999999998
3809,2021-06-06,6.2,5.9,0.2999999999999998
3808,2021-06-05,6.2,5.9,0.2999999999999998
3807,2021-06-04,6.2,5.9,0.2999999999999998
3806,2021-06-03,6.2,5.9,0.2999999999999998
3805,2021-06-02,6.2,5.9,0.2999999999999998
3804,2021-06-01,6.2,5.9,0.2999999999999998
3803,2021-05-31,6.2,5.9,0.2999999999999998
3802,2021-05-30,6.2,5.9,0.2999999999999998
3801,2021-05-29,6.2,5.9,0.2999999999999998
3800,2021-05-28,6.2,5.9,0.2999999999999998
3799,2021-05-27,6.2,5.9,0.2999999999999998
3798,2021-05-26,6.2,5.9,0.2999999999999998
3797,2021-05-25,6.2,5.9,0.2999999999999998
3796,2021-05-24,6.2,5.9,0.2999999999999998
3795,2021-05-23,6.2,5.9,0.2999999999999998
3794,2021-05-22,6.2,5.9,0.2999999999999998
3793,2021-05-21,6.2,5.9,0.2999999999999998
3792,2021-05-20,6.2,5.9,0.2999999999999998
3791,2021-05-19,6.2,5.9,0.2999999999999998
3790,2021-05-18,6.2,5.9,0.2999999999999998
3789,2021-05-17,6.2,5.9,0.2999999999999998
3788,2021-05-16,6.2,5.9,0.2999999999999998
3787,2021-05-15,6.2,5.9,0.2999999999999998
3786,2021-05-14,6.2,5.9,0.2999999999999998
3785,2021-05-13,6.2,5.9,0.2999999999999998
3784,2021-05-12,4.2,3.8,0.40000000000000036
3783,2021-05-11,4.2,3.8,0.40000000000000036
3782,2021-05-10,4.2,3.8,0.40000000000000036
3781,2021-05-09,4.2,3.8,0.40000000000000036
3780,2021-05-08,4.2,3.8,0.40000000000000036
3779,2021-05-07,4.2,3.8,0.40000000000000036
3778,2021-05-06,4.2,3.8,0.40000000000000036
3777,2021-05-05,4.2,3.8,0.40000000000000036
3776,2021-05-04,4.2,3.8,0.40000000000000036
3775,2021-05-03,4.2,3.8,0.40000000000000036
3774,2021-05-02,4.2,3.8,0.40000000000000036
3773,2021-05-01,4.2,3.8,0.40000000000000036
3772,2021-04-30,4.2,3.8,0.40000000000000036
3771,2021-04-29,4.2,3.8,0.40000000000000036
3770,2021-04-28,4.2,3.8,0.40000000000000036
3769,2021-04-27,4.2,3.8,0.40000000000000036
3768,2021-04-26,4.2,3.8,0.40000000000000036
3767,2021-04-25,4.2,3.8,0.40000000000000036
3766,2021-04-24,4.2,3.8,0.40000000000000036
3765,2021-04-23,4.2,3.8,0.40000000000000036
3764,2021-04-22,4.2,3.8,0.40000000000000036
3763,2021-04-21,4.2,3.8,0.40000000000000036
3762,2021-04-20,4.2,3.8,0.40000000000000036
3761,2021-04-19,4.2,3.8,0.40000000000000036
3760,2021-04-18,4.2,3.8,0.40000000000000036
3759,2021-04-17,4.2,3.8,0.40000000000000036
3758,2021-04-16,4.2,3.8,0.40000000000000036
3757,2021-04-15,4.2,3.8,0.40000000000000036
3756,2021-04-14,4.2,3.8,0.40000000000000036
3755,2021-04-13,4.2,3.8,0.40000000000000036
3754,2021-04-12,4.2,3.8,0.40000000000000036
3753,2021-04-11,4.2,3.8,0.40000000000000036
3752,2021-04-10,4.2,3.8,0.40000000000000036
3751,2021-04-09,4.2,3.8,0.40000000000000036
3750,2021-04-08,2.8,2.7,0.09999999999999964
3749,2021-04-07,2.8,2.7,0.09999999999999964
3748,2021-04-06,2.8,2.7,0.09999999999999964
3747,2021-04-05,2.8,2.7,0.09999999999999964
3746,2021-04-04,2.8,2.7,0.09999999999999964
3745,2021-04-03,2.8,2.7,0.09999999999999964
3744,2021-04-02,2.8,2.7,0.09999999999999964
3743,2021-04-01,2.8,2.7,0.09999999999999964
3742,2021-03-31,2.8,2.7,0.09999999999999964
3741,2021-03-30,2.8,2.7,0.09999999999999964
3740,2021-03-29,2.8,2.7,0.09999999999999964
3739,2021-03-28,2.8,2.7,0.09999999999999964
3738,2021-03-27,2.8,2.7,0.09999999999999964
3737,2021-03-26,2.8,2.7,0.09999999999999964
3736,2021-03-25,2.8,2.7,0.09999999999999964
3735,2021-03-24,2.8,2.7,0.09999999999999964
3734,2021-03-23,2.8,2.7,0.09999999999999964
3733,2021-03-22,2.8,2.7,0.09999999999999964
3732,2021-03-21,2.8,2.7,0.09999999999999964
3731,2021-03-20,2.8,2.7,0.09999999999999964
3730,2021-03-19,2.8,2.7,0.09999999999999964
3729,2021-03-18,2.8,2.7,0.09999999999999964
3728,2021-03-17,2.8,2.7,0.09999999999999964
3727,2021-03-16,2.8,2.7,0.09999999999999964
3726,2021-03-15,2.8,2.7,0.09999999999999964
3725,2021-03-14,2.8,2.7,0.09999999999999964
3724,2021-03-13,2.8,2.7,0.09999999999999964
3723,2021-03-12,2.8,2.7,0.09999999999999964
3722,2021-03-11,1.7,0.9,0.7999999999999999
3721,2021-03-10,1.7,0.9,0.7999999999999999
3720,2021-03-09,1.7,0.9,0.7999999999999999
3719,2021-03-08,1.7,0.9,0.7999999999999999
3718,2021-03-07,1.7,0.9,0.7999999999999999
3717,2021-03-06,1.7,0.9,0.7999999999999999
3716,2021-03-05,1.7,0.9,0.7999999999999999
3715,2021-03-04,1.7,0.9,0.7999999999999999
3714,2021-03-03,1.7,0.9,0.7999999999999999
3713,2021-03-02,1.7,0.9,0.7999999999999999
3712,2021-03-01,1.7,0.9,0.7999999999999999
3711,2021-02-28,1.7,0.9,0.7999999999999999
3710,2021-02-27,1.7,0.9,0.7999999999999999
3709,2021-02-26,1.7,0.9,0.7999999999999999
3708,2021-02-25,1.7,0.9,0.7999999999999999
3707,2021-02-24,1.7,0.9,0.7999999999999999
3706,2021-02-23,1.7,0.9,0.7999999999999999
3705,2021-02-22,1.7,0.9,0.7999999999999999
3704,2021-02-21,1.7,0.9,0.7999999999999999
3703,2021-02-20,1.7,0.9,0.7999999999999999
3702,2021-02-19,1.7,0.9,0.7999999999999999
3701,2021-02-18,1.7,0.9,0.7999999999999999
3700,2021-02-17,1.7,0.9,0.7999999999999999
3699,2021-02-16,0.8,0.8,0.0
3698,2021-02-15,0.8,0.8,0.0
3697,2021-02-14,0.8,0.8,0.0
3696,2021-02-13,0.8,0.8,0.0
3695,2021-02-12,0.8,0.8,0.0
3694,2021-02-11,0.8,0.8,0.0
3693,2021-02-10,0.8,0.8,0.0
3692,2021-02-09,0.8,0.8,0.0
3691,2021-02-08,0.8,0.8,0.0
3690,2021-02-07,0.8,0.8,0.0
3689,2021-02-06,0.8,0.8,0.0
3688,2021-02-05,0.8,0.8,0.0
3687,2021-02-04,0.8,0.8,0.0
3686,2021-02-03,0.8,0.8,0.0
3685,2021-02-02,0.8,0.8,0.0
3684,2021-02-01,0.8,0.8,0.0
3683,2021-01-31,0.8,0.8,0.0
3682,2021-01-30,0.8,0.8,0.0
3681,2021-01-29,0.8,0.8,0.0
3680,2021-01-28,0.8,0.8,0.0
3679,2021-01-27,0.8,0.8,0.0
3678,2021-01-26,0.8,0.8,0.0
3677,2021-01-25,0.8,0.8,0.0
3676,2021-01-24,0.8,0.8,0.0
3675,2021-01-23,0.8,0.8,0.0
3674,2021-01-22,0.8,0.8,0.0
3673,2021-01-21,0.8,0.8,0.0
3672,2021-01-20,0.8,0.8,0.0
3671,2021-01-19,0.8,0.8,0.0
3670,2021-01-18,0.8,0.8,0.0
3669,2021-01-17,0.8,0.8,0.0
3668,2021-01-16,0.8,0.8,0.0
3667,2021-01-15,0.8,0.8,0.0
3666,2021-01-14,0.8,0.8,0.0
3665,2021-01-13,0.8,0.8,0.0
3664,2021-01-12,0.8,0.8,0.0
3663,2021-01-11,0.8,0.8,0.0
3662,2021-01-10,0.8,0.8,0.0
3661,2021-01-09,0.8,0.8,0.0
3660,2021-01-08,0.8,0.8,0.0
3659,2021-01-07,0.8,0.8,0.0
3658,2021-01-06,0.8,0.8,0.0
3657,2021-01-05,0.8,0.8,0.0
3656,2021-01-04,0.8,0.8,0.0
3655,2021-01-03,0.8,0.8,0.0
3654,2021-01-02,0.8,0.8,0.0
3653,2021-01-01,0.8,0.8,0.0
3652,2020-12-31,0.8,0.8,0.0
3651,2020-12-30,0.8,0.8,0.0
3650,2020-12-29,0.8,0.8,0.0
3649,2020-12-28,0.8,0.8,0.0
3648,2020-12-27,0.8,0.8,0.0
3647,2020-12-26,0.8,0.8,0.0
3646,2020-12-25,0.8,0.8,0.0
3645,2020-12-24,0.8,0.8,0.0
3644,2020-12-23,0.8,0.8,0.0
3643,2020-12-22,0.8,0.8,0.0
3642,2020-12-21,0.8,0.8,0.0
3641,2020-12-20,0.8,0.8,0.0
3640,2020-12-19,0.8,0.8,0.0
3639,2020-12-18,0.8,0.8,0.0
3638,2020-12-17,0.8,0.8,0.0
3637,2020-12-16,0.8,0.8,0.0
3636,2020-12-15,0.8,0.8,0.0
3635,2020-12-14,0.8,0.8,0.0
3634,2020-12-13,0.8,0.8,0.0
3633,2020-12-12,0.8,0.8,0.0
3632,2020-12-11,0.8,0.8,0.0
3631,2020-12-10,0.5,0.4,0.09999999999999998
3630,2020-12-09,0.5,0.4,0.09999999999999998
3629,2020-12-08,0.5,0.4,0.09999999999999998
3628,2020-12-07,0.5,0.4,0.09999999999999998
3627,2020-12-06,0.5,0.4,0.09999999999999998
3626,2020-12-05,0.5,0.4,0.09999999999999998
3625,2020-12-04,0.5,0.4,0.09999999999999998
3624,2020-12-03,0.5,0.4,0.09999999999999998
3623,2020-12-02,0.5,0.4,0.09999999999999998
3622,2020-12-01,0.5,0.4,0.09999999999999998
3621,2020-11-30,0.5,0.4,0.09999999999999998
3620,2020-11-29,0.5,0.4,0.09999999999999998
3619,2020-11-28,0.5,0.4,0.09999999999999998
3618,2020-11-27,0.5,0.4,0.09999999999999998
3617,2020-11-26,0.5,0.4,0.09999999999999998
3616,2020-11-25,0.5,0.4,0.09999999999999998
3615,2020-11-24,0.5,0.4,0.09999999999999998
3614,2020-11-23,0.5,0.4,0.09999999999999998
3613,2020-11-22,0.5,0.4,0.09999999999999998
3612,2020-11-21,0.5,0.4,0.09999999999999998
3611,2020-11-20,0.5,0.4,0.09999999999999998
3610,2020-11-19,0.5,0.4,0.09999999999999998
3609,2020-11-18,0.5,0.4,0.09999999999999998
3608,2020-11-17,0.5,0.4,0.09999999999999998
3607,2020-11-16,0.5,0.4,0.09999999999999998
3606,2020-11-15,0.5,0.4,0.09999999999999998
3605,2020-11-14,0.5,0.4,0.09999999999999998
3604,2020-11-13,0.5,0.4,0.09999999999999998
3603,2020-11-12,0.4,0.2,0.2
3602,2020-11-11,0.4,0.2,0.2
3601,2020-11-10,0.4,0.2,0.2
3600,2020-11-09,0.4,0.2,0.2
3599,2020-11-08,0.4,0.2,0.2
3598,2020-11-07,0.4,0.2,0.2
3597,2020-11-06,0.4,0.2,0.2
3596,2020-11-05,0.4,0.2,0.2
3595,2020-11-04,0.4,0.2,0.2
3594,2020-11-03,0.4,0.2,0.2
3593,2020-11-02,0.4,0.2,0.2
3592,2020-11-01,0.4,0.2,0.2
3591,2020-10-31,0.4,0.2,0.2
3590,2020-10-30,0.4,0.2,0.2
3589,2020-10-29,0.4,0.2,0.2
3588,2020-10-28,0.4,0.2,0.2
3587,2020-10-27,0.4,0.2,0.2
3586,2020-10-26,0.4,0.2,0.2
3585,2020-10-25,0.4,0.2,0.2
3584,2020-10-24,0.4,0.2,0.2
3583,2020-10-23,0.4,0.2,0.2
3582,2020-10-22,0.4,0.2,0.2
3581,2020-10-21,0.4,0.2,0.2
3580,2020-10-20,0.4,0.2,0.2
3579,2020-10-19,0.4,0.2,0.2
3578,2020-10-18,0.4,0.2,0.2
3577,2020-10-17,0.4,0.2,0.2
3576,2020-10-16,0.4,0.2,0.2
3575,2020-10-15,0.4,0.2,0.2
3574,2020-10-14,0.4,0.2,0.2
3573,2020-10-13,-0.2,-0.3,0.09999999999999998
3572,2020-10-12,-0.2,-0.3,0.09999999999999998
3571,2020-10-11,-0.2,-0.3,0.09999999999999998
3570,2020-10-10,-0.2,-0.3,0.09999999999999998
3569,2020-10-09,-0.2,-0.3,0.09999999999999998
3568,2020-10-08,-0.2,-0.3,0.09999999999999998
3567,2020-10-07,-0.2,-0.3,0.09999999999999998
3566,2020-10-06,-0.2,-0.3,0.09999999999999998
3565,2020-10-05,-0.2,-0.3,0.09999999999999998
3564,2020-10-04,-0.2,-0.3,0.09999999999999998
3563,2020-10-03,-0.2,-0.3,0.09999999999999998
3562,2020-10-02,-0.2,-0.3,0.09999999999999998
3561,2020-10-01,-0.2,-0.3,0.09999999999999998
3560,2020-09-30,-0.2,-0.3,0.09999999999999998
3559,2020-09-29,-0.2,-0.3,0.09999999999999998
3558,2020-09-28,-0.2,-0.3,0.09999999999999998
3557,2020-09-27,-0.2,-0.3,0.09999999999999998
3556,2020-09-26,-0.2,-0.3,0.09999999999999998
3555,2020-09-25,-0.2,-0.3,0.09999999999999998
3554,2020-09-24,-0.2,-0.3,0.09999999999999998
3553,2020-09-23,-0.2,-0.3,0.09999999999999998
3552,2020-09-22,-0.2,-0.3,0.09999999999999998
3551,2020-09-21,-0.2,-0.3,0.09999999999999998
3550,2020-09-20,-0.2,-0.3,0.09999999999999998
3549,2020-09-19,-0.2,-0.3,0.09999999999999998
3548,2020-09-18,-0.2,-0.3,0.09999999999999998
3547,2020-09-17,-0.2,-0.3,0.09999999999999998
3546,2020-09-16,-0.2,-0.3,0.09999999999999998
3545,2020-09-15,-0.2,-0.3,0.09999999999999998
3544,2020-09-14,-0.2,-0.3,0.09999999999999998
3543,2020-09-13,-0.2,-0.3,0.09999999999999998
3542,2020-09-12,-0.2,-0.3,0.09999999999999998
3541,2020-09-11,-0.2,-0.3,0.09999999999999998
3540,2020-09-10,-0.2,-0.3,0.09999999999999998
3539,2020-09-09,-0.4,-0.7,0.29999999999999993
3538,2020-09-08,-0.4,-0.7,0.29999999999999993
3537,2020-09-07,-0.4,-0.7,0.29999999999999993
3536,2020-09-06,-0.4,-0.7,0.29999999999999993
3535,2020-09-05,-0.4,-0.7,0.29999999999999993
3534,2020-09-04,-0.4,-0.7,0.29999999999999993
3533,2020-09-03,-0.4,-0.7,0.29999999999999993
3532,2020-09-02,-0.4,-0.7,0.29999999999999993
3531,2020-09-01,-0.4,-0.7,0.29999999999999993
3530,2020-08-31,-0.4,-0.7,0.29999999999999993
3529,2020-08-30,-0.4,-0.7,0.29999999999999993
3528,2020-08-29,-0.4,-0.7,0.29999999999999993
3527,2020-08-28,-0.4,-0.7,0.29999999999999993
3526,2020-08-27,-0.4,-0.7,0.29999999999999993
3525,2020-08-26,-0.4,-0.7,0.29999999999999993
3524,2020-08-25,-0.4,-0.7,0.29999999999999993
3523,2020-08-24,-0.4,-0.7,0.29999999999999993
3522,2020-08-23,-0.4,-0.7,0.29999999999999993
3521,2020-08-22,-0.4,-0.7,0.29999999999999993
3520,2020-08-21,-0.4,-0.7,0.29999999999999993
3519,2020-08-20,-0.4,-0.7,0.29999999999999993
3518,2020-08-19,-0.4,-0.7,0.29999999999999993
3517,2020-08-18,-0.4,-0.7,0.29999999999999993
3516,2020-08-17,-0.4,-0.7,0.29999999999999993
3515,2020-08-16,-0.4,-0.7,0.29999999999999993
3514,2020-08-15,-0.4,-0.7,0.29999999999999993
3513,2020-08-14,-0.4,-0.7,0.29999999999999993
3512,2020-08-13,-0.4,-0.7,0.29999999999999993
3511,2020-08-12,-0.4,-0.7,0.29999999999999993
3510,2020-08-11,-0.4,-0.7,0.29999999999999993
3509,2020-08-10,-0.8,-0.2,-0.6000000000000001
3508,2020-08-09,-0.8,-0.2,-0.6000000000000001
3507,2020-08-08,-0.8,-0.2,-0.6000000000000001
3506,2020-08-07,-0.8,-0.2,-0.6000000000000001
3505,2020-08-06,-0.8,-0.2,-0.6000000000000001
3504,2020-08-05,-0.8,-0.2,-0.6000000000000001
3503,2020-08-04,-0.8,-0.2,-0.6000000000000001
3502,2020-08-03,-0.8,-0.2,-0.6000000000000001
3501,2020-08-02,-0.8,-0.2,-0.6000000000000001
3500,2020-08-01,-0.8,-0.2,-0.6000000000000001
3499,2020-07-31,-0.8,-0.2,-0.6000000000000001
3498,2020-07-30,-0.8,-0.2,-0.6000000000000001
3497,2020-07-29,-0.8,-0.2,-0.6000000000000001
3496,2020-07-28,-0.8,-0.2,-0.6000000000000001
3495,2020-07-27,-0.8,-0.2,-0.6000000000000001
3494,2020-07-26,-0.8,-0.2,-0.6000000000000001
3493,2020-07-25,-0.8,-0.2,-0.6000000000000001
3492,2020-07-24,-0.8,-0.2,-0.6000000000000001
3491,2020-07-23,-0.8,-0.2,-0.6000000000000001
3490,2020-07-22,-0.8,-0.2,-0.6000000000000001
3489,2020-07-21,-0.8,-0.2,-0.6000000000000001
3488,2020-07-20,-0.8,-0.2,-0.6000000000000001
3487,2020-07-19,-0.8,-0.2,-0.6000000000000001
3486,2020-07-18,-0.8,-0.2,-0.6000000000000001
3485,2020-07-17,-0.8,-0.2,-0.6000000000000001
3484,2020-07-16,-0.8,-0.2,-0.6000000000000001
3483,2020-07-15,-0.8,-0.2,-0.6000000000000001
3482,2020-07-14,-0.8,-0.2,-0.6000000000000001
3481,2020-07-13,-0.8,-0.2,-0.6000000000000001
3480,2020-07-12,-0.8,-0.2,-0.6000000000000001
3479,2020-07-11,-0.8,-0.2,-0.6000000000000001
3478,2020-07-10,-0.8,-0.2,-0.6000000000000001
3477,2020-07-09,-0.8,-1.2,0.3999999999999999
3476,2020-07-08,-0.8,-1.2,0.3999999999999999
3475,2020-07-07,-0.8,-1.2,0.3999999999999999
3474,2020-07-06,-0.8,-1.2,0.3999999999999999
3473,2020-07-05,-0.8,-1.2,0.3999999999999999
3472,2020-07-04,-0.8,-1.2,0.3999999999999999
3471,2020-07-03,-0.8,-1.2,0.3999999999999999
3470,2020-07-02,-0.8,-1.2,0.3999999999999999
3469,2020-07-01,-0.8,-1.2,0.3999999999999999
3468,2020-06-30,-0.8,-1.2,0.3999999999999999
3467,2020-06-29,-0.8,-1.2,0.3999999999999999
3466,2020-06-28,-0.8,-1.2,0.3999999999999999
3465,2020-06-27,-0.8,-1.2,0.3999999999999999
3464,2020-06-26,-0.8,-1.2,0.3999999999999999
3463,2020-06-25,-0.8,-1.2,0.3999999999999999
3462,2020-06-24,-0.8,-1.2,0.3999999999999999
3461,2020-06-23,-0.8,-1.2,0.3999999999999999
3460,2020-06-22,-0.8,-1.2,0.3999999999999999
3459,2020-06-21,-0.8,-1.2,0.3999999999999999
3458,2020-06-20,-0.8,-1.2,0.3999999999999999
3457,2020-06-19,-0.8,-1.2,0.3999999999999999
3456,2020-06-18,-0.8,-1.2,0.3999999999999999
3455,2020-06-17,-0.8,-1.2,0.3999999999999999
3454,2020-06-16,-0.8,-1.2,0.3999999999999999
3453,2020-06-15,-0.8,-1.2,0.3999999999999999
3452,2020-06-14,-0.8,-1.2,0.3999999999999999
3451,2020-06-13,-0.8,-1.2,0.3999999999999999
3450,2020-06-12,-0.8,-1.2,0.3999999999999999
3449,2020-06-11,-0.8,-1.2,0.3999999999999999
3448,2020-06-10,-1.2,-0.2,-1.0
3447,2020-06-09,-1.2,-0.2,-1.0
3446,2020-06-08,-1.2,-0.2,-1.0
3445,2020-06-07,-1.2,-0.2,-1.0
3444,2020-06-06,-1.2,-0.2,-1.0
3443,2020-06-05,-1.2,-0.2,-1.0
3442,2020-06-04,-1.2,-0.2,-1.0
3441,2020-06-03,-1.2,-0.2,-1.0
3440,2020-06-02,-1.2,-0.2,-1.0
3439,2020-06-01,-1.2,-0.2,-1.0
3438,2020-05-31,-1.2,-0.2,-1.0
3437,2020-05-30,-1.2,-0.2,-1.0
3436,2020-05-29,-1.2,-0.2,-1.0
3435,2020-05-28,-1.2,-0.2,-1.0
3434,2020-05-27,-1.2,-0.2,-1.0
3433,2020-05-26,-1.2,-0.2,-1.0
3432,2020-05-25,-1.2,-0.2,-1.0
3431,2020-05-24,-1.2,-0.2,-1.0
3430,2020-05-23,-1.2,-0.2,-1.0
3429,2020-05-22,-1.2,-0.2,-1.0
3428,2020-05-21,-1.2,-0.2,-1.0
3427,2020-05-20,-1.2,-0.2,-1.0
3426,2020-05-19,-1.2,-0.2,-1.0
3425,2020-05-18,-1.2,-0.2,-1.0
