,Date,Actual,Forecast,Surprise
5066,2024-11-14,1.8,2.3,-0.4999999999999998
5065,2024-11-13,1.8,1.6,0.19999999999999996
5064,2024-11-12,1.8,1.6,0.19999999999999996
5063,2024-11-11,1.8,1.6,0.19999999999999996
5062,2024-11-10,1.8,1.6,0.19999999999999996
5061,2024-11-09,1.8,1.6,0.19999999999999996
5060,2024-11-08,1.8,1.6,0.19999999999999996
5059,2024-11-07,1.8,1.6,0.19999999999999996
5058,2024-11-06,1.8,1.6,0.19999999999999996
5057,2024-11-05,1.8,1.6,0.19999999999999996
5056,2024-11-04,1.8,1.6,0.19999999999999996
5055,2024-11-03,1.8,1.6,0.19999999999999996
5054,2024-11-02,1.8,1.6,0.19999999999999996
5053,2024-11-01,1.8,1.6,0.19999999999999996
5052,2024-10-31,1.8,1.6,0.19999999999999996
5051,2024-10-30,1.8,1.6,0.19999999999999996
5050,2024-10-29,1.8,1.6,0.19999999999999996
5049,2024-10-28,1.8,1.6,0.19999999999999996
5048,2024-10-27,1.8,1.6,0.19999999999999996
5047,2024-10-26,1.8,1.6,0.19999999999999996
5046,2024-10-25,1.8,1.6,0.19999999999999996
5045,2024-10-24,1.8,1.6,0.19999999999999996
5044,2024-10-23,1.8,1.6,0.19999999999999996
5043,2024-10-22,1.8,1.6,0.19999999999999996
5042,2024-10-21,1.8,1.6,0.19999999999999996
5041,2024-10-20,1.8,1.6,0.19999999999999996
5040,2024-10-19,1.8,1.6,0.19999999999999996
5039,2024-10-18,1.8,1.6,0.19999999999999996
5038,2024-10-17,1.8,1.6,0.19999999999999996
5037,2024-10-16,1.8,1.6,0.19999999999999996
5036,2024-10-15,1.8,1.6,0.19999999999999996
5035,2024-10-14,1.8,1.6,0.19999999999999996
5034,2024-10-13,1.8,1.6,0.19999999999999996
5033,2024-10-12,1.8,1.6,0.19999999999999996
5032,2024-10-11,1.8,1.6,0.19999999999999996
5031,2024-10-10,1.7,1.8,-0.10000000000000009
5030,2024-10-09,1.7,1.8,-0.10000000000000009
5029,2024-10-08,1.7,1.8,-0.10000000000000009
5028,2024-10-07,1.7,1.8,-0.10000000000000009
5027,2024-10-06,1.7,1.8,-0.10000000000000009
5026,2024-10-05,1.7,1.8,-0.10000000000000009
5025,2024-10-04,1.7,1.8,-0.10000000000000009
5024,2024-10-03,1.7,1.8,-0.10000000000000009
5023,2024-10-02,1.7,1.8,-0.10000000000000009
5022,2024-10-01,1.7,1.8,-0.10000000000000009
5021,2024-09-30,1.7,1.8,-0.10000000000000009
5020,2024-09-29,1.7,1.8,-0.10000000000000009
5019,2024-09-28,1.7,1.8,-0.10000000000000009
5018,2024-09-27,1.7,1.8,-0.10000000000000009
5017,2024-09-26,1.7,1.8,-0.10000000000000009
5016,2024-09-25,1.7,1.8,-0.10000000000000009
5015,2024-09-24,1.7,1.8,-0.10000000000000009
5014,2024-09-23,1.7,1.8,-0.10000000000000009
5013,2024-09-22,1.7,1.8,-0.10000000000000009
5012,2024-09-21,1.7,1.8,-0.10000000000000009
5011,2024-09-20,1.7,1.8,-0.10000000000000009
5010,2024-09-19,1.7,1.8,-0.10000000000000009
5009,2024-09-18,1.7,1.8,-0.10000000000000009
5008,2024-09-17,1.7,1.8,-0.10000000000000009
5007,2024-09-16,1.7,1.8,-0.10000000000000009
5006,2024-09-15,1.7,1.8,-0.10000000000000009
5005,2024-09-14,1.7,1.8,-0.10000000000000009
5004,2024-09-13,1.7,1.8,-0.10000000000000009
5003,2024-09-12,1.7,1.8,-0.10000000000000009
5002,2024-09-11,2.2,2.3,-0.09999999999999964
5001,2024-09-10,2.2,2.3,-0.09999999999999964
5000,2024-09-09,2.2,2.3,-0.09999999999999964
4999,2024-09-08,2.2,2.3,-0.09999999999999964
4998,2024-09-07,2.2,2.3,-0.09999999999999964
4997,2024-09-06,2.2,2.3,-0.09999999999999964
4996,2024-09-05,2.2,2.3,-0.09999999999999964
4995,2024-09-04,2.2,2.3,-0.09999999999999964
4994,2024-09-03,2.2,2.3,-0.09999999999999964
4993,2024-09-02,2.2,2.3,-0.09999999999999964
4992,2024-09-01,2.2,2.3,-0.09999999999999964
4991,2024-08-31,2.2,2.3,-0.09999999999999964
4990,2024-08-30,2.2,2.3,-0.09999999999999964
4989,2024-08-29,2.2,2.3,-0.09999999999999964
4988,2024-08-28,2.2,2.3,-0.09999999999999964
4987,2024-08-27,2.2,2.3,-0.09999999999999964
4986,2024-08-26,2.2,2.3,-0.09999999999999964
4985,2024-08-25,2.2,2.3,-0.09999999999999964
4984,2024-08-24,2.2,2.3,-0.09999999999999964
4983,2024-08-23,2.2,2.3,-0.09999999999999964
4982,2024-08-22,2.2,2.3,-0.09999999999999964
4981,2024-08-21,2.2,2.3,-0.09999999999999964
4980,2024-08-20,2.2,2.3,-0.09999999999999964
4979,2024-08-19,2.2,2.3,-0.09999999999999964
4978,2024-08-18,2.2,2.3,-0.09999999999999964
4977,2024-08-17,2.2,2.3,-0.09999999999999964
4976,2024-08-16,2.2,2.3,-0.09999999999999964
4975,2024-08-15,2.2,2.3,-0.09999999999999964
4974,2024-08-14,2.2,2.3,-0.09999999999999964
4973,2024-08-13,2.2,2.3,-0.09999999999999964
4972,2024-08-12,2.6,2.3,0.30000000000000027
4971,2024-08-11,2.6,2.3,0.30000000000000027
4970,2024-08-10,2.6,2.3,0.30000000000000027
4969,2024-08-09,2.6,2.3,0.30000000000000027
4968,2024-08-08,2.6,2.3,0.30000000000000027
4967,2024-08-07,2.6,2.3,0.30000000000000027
4966,2024-08-06,2.6,2.3,0.30000000000000027
4965,2024-08-05,2.6,2.3,0.30000000000000027
4964,2024-08-04,2.6,2.3,0.30000000000000027
4963,2024-08-03,2.6,2.3,0.30000000000000027
4962,2024-08-02,2.6,2.3,0.30000000000000027
4961,2024-08-01,2.6,2.3,0.30000000000000027
4960,2024-07-31,2.6,2.3,0.30000000000000027
4959,2024-07-30,2.6,2.3,0.30000000000000027
4958,2024-07-29,2.6,2.3,0.30000000000000027
4957,2024-07-28,2.6,2.3,0.30000000000000027
4956,2024-07-27,2.6,2.3,0.30000000000000027
4955,2024-07-26,2.6,2.3,0.30000000000000027
4954,2024-07-25,2.6,2.3,0.30000000000000027
4953,2024-07-24,2.6,2.3,0.30000000000000027
4952,2024-07-23,2.6,2.3,0.30000000000000027
4951,2024-07-22,2.6,2.3,0.30000000000000027
4950,2024-07-21,2.6,2.3,0.30000000000000027
4949,2024-07-20,2.6,2.3,0.30000000000000027
4948,2024-07-19,2.6,2.3,0.30000000000000027
4947,2024-07-18,2.6,2.3,0.30000000000000027
4946,2024-07-17,2.6,2.3,0.30000000000000027
4945,2024-07-16,2.6,2.3,0.30000000000000027
4944,2024-07-15,2.6,2.3,0.30000000000000027
4943,2024-07-14,2.6,2.3,0.30000000000000027
4942,2024-07-13,2.6,2.3,0.30000000000000027
4941,2024-07-12,2.6,2.3,0.30000000000000027
4940,2024-07-11,2.2,2.5,-0.2999999999999998
4939,2024-07-10,2.2,2.5,-0.2999999999999998
4938,2024-07-09,2.2,2.5,-0.2999999999999998
4937,2024-07-08,2.2,2.5,-0.2999999999999998
4936,2024-07-07,2.2,2.5,-0.2999999999999998
4935,2024-07-06,2.2,2.5,-0.2999999999999998
4934,2024-07-05,2.2,2.5,-0.2999999999999998
4933,2024-07-04,2.2,2.5,-0.2999999999999998
4932,2024-07-03,2.2,2.5,-0.2999999999999998
4931,2024-07-02,2.2,2.5,-0.2999999999999998
4930,2024-07-01,2.2,2.5,-0.2999999999999998
4929,2024-06-30,2.2,2.5,-0.2999999999999998
4928,2024-06-29,2.2,2.5,-0.2999999999999998
4927,2024-06-28,2.2,2.5,-0.2999999999999998
4926,2024-06-27,2.2,2.5,-0.2999999999999998
4925,2024-06-26,2.2,2.5,-0.2999999999999998
4924,2024-06-25,2.2,2.5,-0.2999999999999998
4923,2024-06-24,2.2,2.5,-0.2999999999999998
4922,2024-06-23,2.2,2.5,-0.2999999999999998
4921,2024-06-22,2.2,2.5,-0.2999999999999998
4920,2024-06-21,2.2,2.5,-0.2999999999999998
4919,2024-06-20,2.2,2.5,-0.2999999999999998
4918,2024-06-19,2.2,2.5,-0.2999999999999998
4917,2024-06-18,2.2,2.5,-0.2999999999999998
4916,2024-06-17,2.2,2.5,-0.2999999999999998
4915,2024-06-16,2.2,2.5,-0.2999999999999998
4914,2024-06-15,2.2,2.5,-0.2999999999999998
4913,2024-06-14,2.2,2.5,-0.2999999999999998
4912,2024-06-13,2.2,2.5,-0.2999999999999998
4911,2024-06-12,2.2,2.2,0.0
4910,2024-06-11,2.2,2.2,0.0
4909,2024-06-10,2.2,2.2,0.0
4908,2024-06-09,2.2,2.2,0.0
4907,2024-06-08,2.2,2.2,0.0
4906,2024-06-07,2.2,2.2,0.0
4905,2024-06-06,2.2,2.2,0.0
4904,2024-06-05,2.2,2.2,0.0
4903,2024-06-04,2.2,2.2,0.0
4902,2024-06-03,2.2,2.2,0.0
4901,2024-06-02,2.2,2.2,0.0
4900,2024-06-01,2.2,2.2,0.0
4899,2024-05-31,2.2,2.2,0.0
4898,2024-05-30,2.2,2.2,0.0
4897,2024-05-29,2.2,2.2,0.0
4896,2024-05-28,2.2,2.2,0.0
4895,2024-05-27,2.2,2.2,0.0
4894,2024-05-26,2.2,2.2,0.0
4893,2024-05-25,2.2,2.2,0.0
4892,2024-05-24,2.2,2.2,0.0
4891,2024-05-23,2.2,2.2,0.0
4890,2024-05-22,2.2,2.2,0.0
4889,2024-05-21,2.2,2.2,0.0
4888,2024-05-20,2.2,2.2,0.0
4887,2024-05-19,2.2,2.2,0.0
4886,2024-05-18,2.2,2.2,0.0
4885,2024-05-17,2.2,2.2,0.0
4884,2024-05-16,2.2,2.2,0.0
4883,2024-05-15,2.2,2.2,0.0
4882,2024-05-14,2.2,2.2,0.0
4881,2024-05-13,2.1,2.2,-0.10000000000000009
4880,2024-05-12,2.1,2.2,-0.10000000000000009
4879,2024-05-11,2.1,2.2,-0.10000000000000009
4878,2024-05-10,2.1,2.2,-0.10000000000000009
4877,2024-05-09,2.1,2.2,-0.10000000000000009
4876,2024-05-08,2.1,2.2,-0.10000000000000009
4875,2024-05-07,2.1,2.2,-0.10000000000000009
4874,2024-05-06,2.1,2.2,-0.10000000000000009
4873,2024-05-05,2.1,2.2,-0.10000000000000009
4872,2024-05-04,2.1,2.2,-0.10000000000000009
4871,2024-05-03,2.1,2.2,-0.10000000000000009
4870,2024-05-02,2.1,2.2,-0.10000000000000009
4869,2024-05-01,2.1,2.2,-0.10000000000000009
4868,2024-04-30,2.1,2.2,-0.10000000000000009
4867,2024-04-29,2.1,2.2,-0.10000000000000009
4866,2024-04-28,2.1,2.2,-0.10000000000000009
4865,2024-04-27,2.1,2.2,-0.10000000000000009
4864,2024-04-26,2.1,2.2,-0.10000000000000009
4863,2024-04-25,2.1,2.2,-0.10000000000000009
4862,2024-04-24,2.1,2.2,-0.10000000000000009
4861,2024-04-23,2.1,2.2,-0.10000000000000009
4860,2024-04-22,2.1,2.2,-0.10000000000000009
4859,2024-04-21,2.1,2.2,-0.10000000000000009
4858,2024-04-20,2.1,2.2,-0.10000000000000009
4857,2024-04-19,2.1,2.2,-0.10000000000000009
4856,2024-04-18,2.1,2.2,-0.10000000000000009
4855,2024-04-17,2.1,2.2,-0.10000000000000009
4854,2024-04-16,2.1,2.2,-0.10000000000000009
4853,2024-04-15,2.1,2.2,-0.10000000000000009
4852,2024-04-14,2.1,2.2,-0.10000000000000009
4851,2024-04-13,2.1,2.2,-0.10000000000000009
4850,2024-04-12,2.1,2.2,-0.10000000000000009
4849,2024-04-11,2.1,2.2,-0.10000000000000009
4848,2024-04-10,1.6,1.1,0.5
4847,2024-04-09,1.6,1.1,0.5
4846,2024-04-08,1.6,1.1,0.5
4845,2024-04-07,1.6,1.1,0.5
4844,2024-04-06,1.6,1.1,0.5
4843,2024-04-05,1.6,1.1,0.5
4842,2024-04-04,1.6,1.1,0.5
4841,2024-04-03,1.6,1.1,0.5
4840,2024-04-02,1.6,1.1,0.5
4839,2024-04-01,1.6,1.1,0.5
4838,2024-03-31,1.6,1.1,0.5
4837,2024-03-30,1.6,1.1,0.5
4836,2024-03-29,1.6,1.1,0.5
4835,2024-03-28,1.6,1.1,0.5
4834,2024-03-27,1.6,1.1,0.5
4833,2024-03-26,1.6,1.1,0.5
4832,2024-03-25,1.6,1.1,0.5
4831,2024-03-24,1.6,1.1,0.5
4830,2024-03-23,1.6,1.1,0.5
4829,2024-03-22,1.6,1.1,0.5
4828,2024-03-21,1.6,1.1,0.5
4827,2024-03-20,1.6,1.1,0.5
4826,2024-03-19,1.6,1.1,0.5
4825,2024-03-18,1.6,1.1,0.5
4824,2024-03-17,1.6,1.1,0.5
4823,2024-03-16,1.6,1.1,0.5
4822,2024-03-15,1.6,1.1,0.5
4821,2024-03-14,1.6,1.1,0.5
4820,2024-03-13,0.9,0.6,0.30000000000000004
4819,2024-03-12,0.9,0.6,0.30000000000000004
4818,2024-03-11,0.9,0.6,0.30000000000000004
4817,2024-03-10,0.9,0.6,0.30000000000000004
4816,2024-03-09,0.9,0.6,0.30000000000000004
4815,2024-03-08,0.9,0.6,0.30000000000000004
4814,2024-03-07,0.9,0.6,0.30000000000000004
4813,2024-03-06,0.9,0.6,0.30000000000000004
4812,2024-03-05,0.9,0.6,0.30000000000000004
4811,2024-03-04,0.9,0.6,0.30000000000000004
4810,2024-03-03,0.9,0.6,0.30000000000000004
4809,2024-03-02,0.9,0.6,0.30000000000000004
4808,2024-03-01,0.9,0.6,0.30000000000000004
4807,2024-02-29,0.9,0.6,0.30000000000000004
4806,2024-02-28,0.9,0.6,0.30000000000000004
4805,2024-02-27,0.9,0.6,0.30000000000000004
4804,2024-02-26,0.9,0.6,0.30000000000000004
4803,2024-02-25,0.9,0.6,0.30000000000000004
4802,2024-02-24,0.9,0.6,0.30000000000000004
4801,2024-02-23,0.9,0.6,0.30000000000000004
4800,2024-02-22,0.9,0.6,0.30000000000000004
4799,2024-02-21,0.9,0.6,0.30000000000000004
4798,2024-02-20,0.9,0.6,0.30000000000000004
4797,2024-02-19,0.9,0.6,0.30000000000000004
4796,2024-02-18,0.9,0.6,0.30000000000000004
4795,2024-02-17,0.9,0.6,0.30000000000000004
4794,2024-02-16,0.9,0.6,0.30000000000000004
4793,2024-02-15,1.0,1.3,-0.30000000000000004
4792,2024-02-14,1.0,1.3,-0.30000000000000004
4791,2024-02-13,1.0,1.3,-0.30000000000000004
4790,2024-02-12,1.0,1.3,-0.30000000000000004
4789,2024-02-11,1.0,1.3,-0.30000000000000004
4788,2024-02-10,1.0,1.3,-0.30000000000000004
4787,2024-02-09,1.0,1.3,-0.30000000000000004
4786,2024-02-08,1.0,1.3,-0.30000000000000004
4785,2024-02-07,1.0,1.3,-0.30000000000000004
4784,2024-02-06,1.0,1.3,-0.30000000000000004
4783,2024-02-05,1.0,1.3,-0.30000000000000004
4782,2024-02-04,1.0,1.3,-0.30000000000000004
4781,2024-02-03,1.0,1.3,-0.30000000000000004
4780,2024-02-02,1.0,1.3,-0.30000000000000004
4779,2024-02-01,1.0,1.3,-0.30000000000000004
4778,2024-01-31,1.0,1.3,-0.30000000000000004
4777,2024-01-30,1.0,1.3,-0.30000000000000004
4776,2024-01-29,1.0,1.3,-0.30000000000000004
4775,2024-01-28,1.0,1.3,-0.30000000000000004
4774,2024-01-27,1.0,1.3,-0.30000000000000004
4773,2024-01-26,1.0,1.3,-0.30000000000000004
4772,2024-01-25,1.0,1.3,-0.30000000000000004
4771,2024-01-24,1.0,1.3,-0.30000000000000004
4770,2024-01-23,1.0,1.3,-0.30000000000000004
4769,2024-01-22,1.0,1.3,-0.30000000000000004
4768,2024-01-21,1.0,1.3,-0.30000000000000004
4767,2024-01-20,1.0,1.3,-0.30000000000000004
4766,2024-01-19,1.0,1.3,-0.30000000000000004
4765,2024-01-18,1.0,1.3,-0.30000000000000004
4764,2024-01-17,1.0,1.3,-0.30000000000000004
4763,2024-01-16,1.0,1.3,-0.30000000000000004
4762,2024-01-15,1.0,1.3,-0.30000000000000004
4761,2024-01-14,1.0,1.3,-0.30000000000000004
4760,2024-01-13,1.0,1.3,-0.30000000000000004
4759,2024-01-12,1.0,1.3,-0.30000000000000004
4758,2024-01-11,0.9,1.0,-0.09999999999999998
4757,2024-01-10,0.9,1.0,-0.09999999999999998
4756,2024-01-09,0.9,1.0,-0.09999999999999998
4755,2024-01-08,0.9,1.0,-0.09999999999999998
4754,2024-01-07,0.9,1.0,-0.09999999999999998
4753,2024-01-06,0.9,1.0,-0.09999999999999998
4752,2024-01-05,0.9,1.0,-0.09999999999999998
4751,2024-01-04,0.9,1.0,-0.09999999999999998
4750,2024-01-03,0.9,1.0,-0.09999999999999998
4749,2024-01-02,0.9,1.0,-0.09999999999999998
4748,2024-01-01,0.9,1.0,-0.09999999999999998
4747,2023-12-31,0.9,1.0,-0.09999999999999998
4746,2023-12-30,0.9,1.0,-0.09999999999999998
4745,2023-12-29,0.9,1.0,-0.09999999999999998
4744,2023-12-28,0.9,1.0,-0.09999999999999998
4743,2023-12-27,0.9,1.0,-0.09999999999999998
4742,2023-12-26,0.9,1.0,-0.09999999999999998
4741,2023-12-25,0.9,1.0,-0.09999999999999998
4740,2023-12-24,0.9,1.0,-0.09999999999999998
4739,2023-12-23,0.9,1.0,-0.09999999999999998
4738,2023-12-22,0.9,1.0,-0.09999999999999998
4737,2023-12-21,0.9,1.0,-0.09999999999999998
4736,2023-12-20,0.9,1.0,-0.09999999999999998
4735,2023-12-19,0.9,1.0,-0.09999999999999998
4734,2023-12-18,0.9,1.0,-0.09999999999999998
4733,2023-12-17,0.9,1.0,-0.09999999999999998
4732,2023-12-16,0.9,1.0,-0.09999999999999998
4731,2023-12-15,0.9,1.0,-0.09999999999999998
4730,2023-12-14,0.9,1.0,-0.09999999999999998
4729,2023-12-13,0.9,1.0,-0.09999999999999998
4728,2023-12-12,1.3,1.9,-0.5999999999999999
4727,2023-12-11,1.3,1.9,-0.5999999999999999
4726,2023-12-10,1.3,1.9,-0.5999999999999999
4725,2023-12-09,1.3,1.9,-0.5999999999999999
4724,2023-12-08,1.3,1.9,-0.5999999999999999
4723,2023-12-07,1.3,1.9,-0.5999999999999999
4722,2023-12-06,1.3,1.9,-0.5999999999999999
4721,2023-12-05,1.3,1.9,-0.5999999999999999
4720,2023-12-04,1.3,1.9,-0.5999999999999999
4719,2023-12-03,1.3,1.9,-0.5999999999999999
4718,2023-12-02,1.3,1.9,-0.5999999999999999
4717,2023-12-01,1.3,1.9,-0.5999999999999999
4716,2023-11-30,1.3,1.9,-0.5999999999999999
4715,2023-11-29,1.3,1.9,-0.5999999999999999
4714,2023-11-28,1.3,1.9,-0.5999999999999999
4713,2023-11-27,1.3,1.9,-0.5999999999999999
4712,2023-11-26,1.3,1.9,-0.5999999999999999
4711,2023-11-25,1.3,1.9,-0.5999999999999999
4710,2023-11-24,1.3,1.9,-0.5999999999999999
4709,2023-11-23,1.3,1.9,-0.5999999999999999
4708,2023-11-22,1.3,1.9,-0.5999999999999999
4707,2023-11-21,1.3,1.9,-0.5999999999999999
4706,2023-11-20,1.3,1.9,-0.5999999999999999
4705,2023-11-19,1.3,1.9,-0.5999999999999999
4704,2023-11-18,1.3,1.9,-0.5999999999999999
4703,2023-11-17,1.3,1.9,-0.5999999999999999
4702,2023-11-16,1.3,1.9,-0.5999999999999999
4701,2023-11-15,1.3,1.9,-0.5999999999999999
4700,2023-11-14,2.2,1.6,0.6000000000000001
4699,2023-11-13,2.2,1.6,0.6000000000000001
4698,2023-11-12,2.2,1.6,0.6000000000000001
4697,2023-11-11,2.2,1.6,0.6000000000000001
4696,2023-11-10,2.2,1.6,0.6000000000000001
4695,2023-11-09,2.2,1.6,0.6000000000000001
4694,2023-11-08,2.2,1.6,0.6000000000000001
4693,2023-11-07,2.2,1.6,0.6000000000000001
4692,2023-11-06,2.2,1.6,0.6000000000000001
4691,2023-11-05,2.2,1.6,0.6000000000000001
4690,2023-11-04,2.2,1.6,0.6000000000000001
4689,2023-11-03,2.2,1.6,0.6000000000000001
4688,2023-11-02,2.2,1.6,0.6000000000000001
4687,2023-11-01,2.2,1.6,0.6000000000000001
4686,2023-10-31,2.2,1.6,0.6000000000000001
4685,2023-10-30,2.2,1.6,0.6000000000000001
4684,2023-10-29,2.2,1.6,0.6000000000000001
4683,2023-10-28,2.2,1.6,0.6000000000000001
4682,2023-10-27,2.2,1.6,0.6000000000000001
4681,2023-10-26,2.2,1.6,0.6000000000000001
4680,2023-10-25,2.2,1.6,0.6000000000000001
4679,2023-10-24,2.2,1.6,0.6000000000000001
4678,2023-10-23,2.2,1.6,0.6000000000000001
4677,2023-10-22,2.2,1.6,0.6000000000000001
4676,2023-10-21,2.2,1.6,0.6000000000000001
4675,2023-10-20,2.2,1.6,0.6000000000000001
4674,2023-10-19,2.2,1.6,0.6000000000000001
4673,2023-10-18,2.2,1.6,0.6000000000000001
4672,2023-10-17,2.2,1.6,0.6000000000000001
4671,2023-10-16,2.2,1.6,0.6000000000000001
4670,2023-10-15,2.2,1.6,0.6000000000000001
4669,2023-10-14,2.2,1.6,0.6000000000000001
4668,2023-10-13,2.2,1.6,0.6000000000000001
4667,2023-10-12,2.2,1.6,0.6000000000000001
4666,2023-10-11,2.2,1.6,0.6000000000000001
4665,2023-10-10,1.6,1.2,0.40000000000000013
4664,2023-10-09,1.6,1.2,0.40000000000000013
4663,2023-10-08,1.6,1.2,0.40000000000000013
4662,2023-10-07,1.6,1.2,0.40000000000000013
4661,2023-10-06,1.6,1.2,0.40000000000000013
4660,2023-10-05,1.6,1.2,0.40000000000000013
4659,2023-10-04,1.6,1.2,0.40000000000000013
4658,2023-10-03,1.6,1.2,0.40000000000000013
4657,2023-10-02,1.6,1.2,0.40000000000000013
4656,2023-10-01,1.6,1.2,0.40000000000000013
4655,2023-09-30,1.6,1.2,0.40000000000000013
4654,2023-09-29,1.6,1.2,0.40000000000000013
4653,2023-09-28,1.6,1.2,0.40000000000000013
4652,2023-09-27,1.6,1.2,0.40000000000000013
4651,2023-09-26,1.6,1.2,0.40000000000000013
4650,2023-09-25,1.6,1.2,0.40000000000000013
4649,2023-09-24,1.6,1.2,0.40000000000000013
4648,2023-09-23,1.6,1.2,0.40000000000000013
4647,2023-09-22,1.6,1.2,0.40000000000000013
4646,2023-09-21,1.6,1.2,0.40000000000000013
4645,2023-09-20,1.6,1.2,0.40000000000000013
4644,2023-09-19,1.6,1.2,0.40000000000000013
4643,2023-09-18,1.6,1.2,0.40000000000000013
4642,2023-09-17,1.6,1.2,0.40000000000000013
4641,2023-09-16,1.6,1.2,0.40000000000000013
4640,2023-09-15,1.6,1.2,0.40000000000000013
4639,2023-09-14,1.6,1.2,0.40000000000000013
4638,2023-09-13,0.8,0.7,0.10000000000000009
4637,2023-09-12,0.8,0.7,0.10000000000000009
4636,2023-09-11,0.8,0.7,0.10000000000000009
4635,2023-09-10,0.8,0.7,0.10000000000000009
4634,2023-09-09,0.8,0.7,0.10000000000000009
4633,2023-09-08,0.8,0.7,0.10000000000000009
4632,2023-09-07,0.8,0.7,0.10000000000000009
4631,2023-09-06,0.8,0.7,0.10000000000000009
4630,2023-09-05,0.8,0.7,0.10000000000000009
4629,2023-09-04,0.8,0.7,0.10000000000000009
4628,2023-09-03,0.8,0.7,0.10000000000000009
4627,2023-09-02,0.8,0.7,0.10000000000000009
4626,2023-09-01,0.8,0.7,0.10000000000000009
4625,2023-08-31,0.8,0.7,0.10000000000000009
4624,2023-08-30,0.8,0.7,0.10000000000000009
4623,2023-08-29,0.8,0.7,0.10000000000000009
4622,2023-08-28,0.8,0.7,0.10000000000000009
4621,2023-08-27,0.8,0.7,0.10000000000000009
4620,2023-08-26,0.8,0.7,0.10000000000000009
4619,2023-08-25,0.8,0.7,0.10000000000000009
4618,2023-08-24,0.8,0.7,0.10000000000000009
4617,2023-08-23,0.8,0.7,0.10000000000000009
4616,2023-08-22,0.8,0.7,0.10000000000000009
4615,2023-08-21,0.8,0.7,0.10000000000000009
4614,2023-08-20,0.8,0.7,0.10000000000000009
4613,2023-08-19,0.8,0.7,0.10000000000000009
4612,2023-08-18,0.8,0.7,0.10000000000000009
4611,2023-08-17,0.8,0.7,0.10000000000000009
4610,2023-08-16,0.8,0.7,0.10000000000000009
4609,2023-08-15,0.8,0.7,0.10000000000000009
4608,2023-08-14,0.8,0.7,0.10000000000000009
4607,2023-08-13,0.8,0.7,0.10000000000000009
4606,2023-08-12,0.8,0.7,0.10000000000000009
4605,2023-08-11,0.8,0.7,0.10000000000000009
4604,2023-08-10,0.1,0.4,-0.30000000000000004
4603,2023-08-09,0.1,0.4,-0.30000000000000004
4602,2023-08-08,0.1,0.4,-0.30000000000000004
4601,2023-08-07,0.1,0.4,-0.30000000000000004
4600,2023-08-06,0.1,0.4,-0.30000000000000004
4599,2023-08-05,0.1,0.4,-0.30000000000000004
4598,2023-08-04,0.1,0.4,-0.30000000000000004
4597,2023-08-03,0.1,0.4,-0.30000000000000004
4596,2023-08-02,0.1,0.4,-0.30000000000000004
4595,2023-08-01,0.1,0.4,-0.30000000000000004
4594,2023-07-31,0.1,0.4,-0.30000000000000004
4593,2023-07-30,0.1,0.4,-0.30000000000000004
4592,2023-07-29,0.1,0.4,-0.30000000000000004
4591,2023-07-28,0.1,0.4,-0.30000000000000004
4590,2023-07-27,0.1,0.4,-0.30000000000000004
4589,2023-07-26,0.1,0.4,-0.30000000000000004
4588,2023-07-25,0.1,0.4,-0.30000000000000004
4587,2023-07-24,0.1,0.4,-0.30000000000000004
4586,2023-07-23,0.1,0.4,-0.30000000000000004
4585,2023-07-22,0.1,0.4,-0.30000000000000004
4584,2023-07-21,0.1,0.4,-0.30000000000000004
4583,2023-07-20,0.1,0.4,-0.30000000000000004
4582,2023-07-19,0.1,0.4,-0.30000000000000004
4581,2023-07-18,0.1,0.4,-0.30000000000000004
4580,2023-07-17,0.1,0.4,-0.30000000000000004
4579,2023-07-16,0.1,0.4,-0.30000000000000004
4578,2023-07-15,0.1,0.4,-0.30000000000000004
4577,2023-07-14,0.1,0.4,-0.30000000000000004
4576,2023-07-13,0.1,0.4,-0.30000000000000004
4575,2023-07-12,1.1,1.5,-0.3999999999999999
4574,2023-07-11,1.1,1.5,-0.3999999999999999
4573,2023-07-10,1.1,1.5,-0.3999999999999999
4572,2023-07-09,1.1,1.5,-0.3999999999999999
4571,2023-07-08,1.1,1.5,-0.3999999999999999
4570,2023-07-07,1.1,1.5,-0.3999999999999999
4569,2023-07-06,1.1,1.5,-0.3999999999999999
4568,2023-07-05,1.1,1.5,-0.3999999999999999
4567,2023-07-04,1.1,1.5,-0.3999999999999999
4566,2023-07-03,1.1,1.5,-0.3999999999999999
4565,2023-07-02,1.1,1.5,-0.3999999999999999
4564,2023-07-01,1.1,1.5,-0.3999999999999999
4563,2023-06-30,1.1,1.5,-0.3999999999999999
4562,2023-06-29,1.1,1.5,-0.3999999999999999
4561,2023-06-28,1.1,1.5,-0.3999999999999999
4560,2023-06-27,1.1,1.5,-0.3999999999999999
4559,2023-06-26,1.1,1.5,-0.3999999999999999
4558,2023-06-25,1.1,1.5,-0.3999999999999999
4557,2023-06-24,1.1,1.5,-0.3999999999999999
4556,2023-06-23,1.1,1.5,-0.3999999999999999
4555,2023-06-22,1.1,1.5,-0.3999999999999999
4554,2023-06-21,1.1,1.5,-0.3999999999999999
4553,2023-06-20,1.1,1.5,-0.3999999999999999
4552,2023-06-19,1.1,1.5,-0.3999999999999999
4551,2023-06-18,1.1,1.5,-0.3999999999999999
4550,2023-06-17,1.1,1.5,-0.3999999999999999
4549,2023-06-16,1.1,1.5,-0.3999999999999999
